pair_id,label,class_dir,disaster,disaster_type,pre_image,post_image,pre_json,post_json,building_count,no_damage_buildings,minor_damage_buildings,major_damage_buildings,destroyed_buildings
hurricane-florence_00000199,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000199_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000199_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000199_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000199_post_disaster.json,89,87,2,0,0
hurricane-florence_00000486,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000486_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000486_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000486_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000486_post_disaster.json,1,0,1,0,0
hurricane-florence_00000365,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000365_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000365_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000365_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000365_post_disaster.json,8,7,1,0,0
mexico-earthquake_00000048,minor-damage,minor_damage,mexico-earthquake,earthquake,Full dataset\train\train\images\mexico-earthquake_00000048_pre_disaster.png,Full dataset\train\train\images\mexico-earthquake_00000048_post_disaster.png,Full dataset\train\train\labels\mexico-earthquake_00000048_pre_disaster.json,Full dataset\train\train\labels\mexico-earthquake_00000048_post_disaster.json,1157,1148,9,0,0
hurricane-michael_00000130,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000130_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000130_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000130_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000130_post_disaster.json,8,1,7,0,0
hurricane-matthew_00000008,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000008_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000008_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000008_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000008_post_disaster.json,2,0,2,0,0
hurricane-michael_00000546,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000546_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000546_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000546_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000546_post_disaster.json,85,83,2,0,0
midwest-flooding_00000405,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000405_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000405_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000405_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000405_post_disaster.json,3,1,2,0,0
mexico-earthquake_00000074,minor-damage,minor_damage,mexico-earthquake,earthquake,Full dataset\train\train\images\mexico-earthquake_00000074_pre_disaster.png,Full dataset\train\train\images\mexico-earthquake_00000074_post_disaster.png,Full dataset\train\train\labels\mexico-earthquake_00000074_pre_disaster.json,Full dataset\train\train\labels\mexico-earthquake_00000074_post_disaster.json,296,289,7,0,0
hurricane-matthew_00000086,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000086_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000086_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000086_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000086_post_disaster.json,50,12,38,0,0
hurricane-matthew_00000003,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000003_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000003_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000003_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000003_post_disaster.json,118,13,105,0,0
hurricane-harvey_00000344,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000344_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000344_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000344_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000344_post_disaster.json,18,13,5,0,0
midwest-flooding_00000360,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000360_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000360_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000360_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000360_post_disaster.json,40,39,1,0,0
midwest-flooding_00000020,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000020_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000020_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000020_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000020_post_disaster.json,143,141,2,0,0
mexico-earthquake_00000075,minor-damage,minor_damage,mexico-earthquake,earthquake,Full dataset\train\train\images\mexico-earthquake_00000075_pre_disaster.png,Full dataset\train\train\images\mexico-earthquake_00000075_post_disaster.png,Full dataset\train\train\labels\mexico-earthquake_00000075_pre_disaster.json,Full dataset\train\train\labels\mexico-earthquake_00000075_post_disaster.json,44,42,2,0,0
midwest-flooding_00000381,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000381_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000381_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000381_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000381_post_disaster.json,11,10,1,0,0
hurricane-harvey_00000006,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000006_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000006_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000006_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000006_post_disaster.json,44,11,33,0,0
midwest-flooding_00000429,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000429_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000429_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000429_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000429_post_disaster.json,10,9,1,0,0
hurricane-michael_00000143,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000143_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000143_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000143_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000143_post_disaster.json,49,2,47,0,0
hurricane-michael_00000460,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000460_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000460_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000460_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000460_post_disaster.json,214,209,5,0,0
socal-fire_00000945,minor-damage,minor_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000945_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000945_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000945_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000945_post_disaster.json,8,3,5,0,0
hurricane-michael_00000192,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000192_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000192_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000192_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000192_post_disaster.json,138,122,16,0,0
hurricane-florence_00000441,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000441_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000441_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000441_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000441_post_disaster.json,11,10,1,0,0
midwest-flooding_00000242,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000242_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000242_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000242_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000242_post_disaster.json,2,0,2,0,0
hurricane-michael_00000349,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000349_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000349_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000349_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000349_post_disaster.json,3,1,2,0,0
hurricane-michael_00000000,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000000_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000000_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000000_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000000_post_disaster.json,53,43,10,0,0
hurricane-michael_00000371,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000371_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000371_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000371_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000371_post_disaster.json,11,10,1,0,0
mexico-earthquake_00000151,minor-damage,minor_damage,mexico-earthquake,earthquake,Full dataset\train\train\images\mexico-earthquake_00000151_pre_disaster.png,Full dataset\train\train\images\mexico-earthquake_00000151_post_disaster.png,Full dataset\train\train\labels\mexico-earthquake_00000151_pre_disaster.json,Full dataset\train\train\labels\mexico-earthquake_00000151_post_disaster.json,301,296,5,0,0
midwest-flooding_00000374,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000374_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000374_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000374_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000374_post_disaster.json,6,5,1,0,0
midwest-flooding_00000157,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000157_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000157_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000157_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000157_post_disaster.json,1,0,1,0,0
hurricane-michael_00000096,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000096_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000096_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000096_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000096_post_disaster.json,9,8,1,0,0
hurricane-michael_00000392,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000392_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000392_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000392_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000392_post_disaster.json,6,3,3,0,0
midwest-flooding_00000251,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000251_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000251_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000251_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000251_post_disaster.json,10,9,1,0,0
hurricane-florence_00000308,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000308_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000308_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000308_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000308_post_disaster.json,17,14,3,0,0
hurricane-harvey_00000098,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000098_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000098_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000098_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000098_post_disaster.json,159,157,2,0,0
hurricane-harvey_00000196,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000196_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000196_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000196_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000196_post_disaster.json,2,0,2,0,0
midwest-flooding_00000095,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000095_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000095_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000095_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000095_post_disaster.json,20,19,1,0,0
hurricane-harvey_00000134,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000134_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000134_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000134_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000134_post_disaster.json,155,137,18,0,0
hurricane-michael_00000476,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000476_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000476_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000476_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000476_post_disaster.json,129,127,2,0,0
hurricane-harvey_00000509,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000509_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000509_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000509_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000509_post_disaster.json,174,17,157,0,0
midwest-flooding_00000076,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000076_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000076_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000076_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000076_post_disaster.json,5,4,1,0,0
guatemala-volcano_00000018,minor-damage,minor_damage,guatemala-volcano,volcano,Full dataset\train\train\images\guatemala-volcano_00000018_pre_disaster.png,Full dataset\train\train\images\guatemala-volcano_00000018_post_disaster.png,Full dataset\train\train\labels\guatemala-volcano_00000018_pre_disaster.json,Full dataset\train\train\labels\guatemala-volcano_00000018_post_disaster.json,12,10,2,0,0
hurricane-harvey_00000422,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000422_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000422_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000422_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000422_post_disaster.json,292,259,33,0,0
midwest-flooding_00000417,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000417_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000417_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000417_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000417_post_disaster.json,15,13,2,0,0
hurricane-matthew_00000021,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000021_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000021_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000021_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000021_post_disaster.json,28,18,10,0,0
hurricane-michael_00000455,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000455_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000455_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000455_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000455_post_disaster.json,67,45,22,0,0
midwest-flooding_00000350,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000350_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000350_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000350_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000350_post_disaster.json,13,12,1,0,0
hurricane-florence_00000368,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000368_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000368_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000368_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000368_post_disaster.json,11,9,2,0,0
hurricane-florence_00000334,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000334_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000334_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000334_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000334_post_disaster.json,11,4,7,0,0
mexico-earthquake_00000119,minor-damage,minor_damage,mexico-earthquake,earthquake,Full dataset\train\train\images\mexico-earthquake_00000119_pre_disaster.png,Full dataset\train\train\images\mexico-earthquake_00000119_post_disaster.png,Full dataset\train\train\labels\mexico-earthquake_00000119_pre_disaster.json,Full dataset\train\train\labels\mexico-earthquake_00000119_post_disaster.json,54,53,1,0,0
hurricane-florence_00000273,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000273_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000273_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000273_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000273_post_disaster.json,24,20,4,0,0
hurricane-michael_00000512,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000512_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000512_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000512_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000512_post_disaster.json,138,134,4,0,0
midwest-flooding_00000424,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000424_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000424_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000424_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000424_post_disaster.json,5,4,1,0,0
hurricane-harvey_00000478,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000478_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000478_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000478_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000478_post_disaster.json,35,2,33,0,0
hurricane-michael_00000524,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000524_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000524_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000524_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000524_post_disaster.json,161,160,1,0,0
hurricane-harvey_00000151,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000151_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000151_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000151_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000151_post_disaster.json,34,0,34,0,0
mexico-earthquake_00000086,minor-damage,minor_damage,mexico-earthquake,earthquake,Full dataset\train\train\images\mexico-earthquake_00000086_pre_disaster.png,Full dataset\train\train\images\mexico-earthquake_00000086_post_disaster.png,Full dataset\train\train\labels\mexico-earthquake_00000086_pre_disaster.json,Full dataset\train\train\labels\mexico-earthquake_00000086_post_disaster.json,209,208,1,0,0
hurricane-matthew_00000083,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000083_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000083_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000083_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000083_post_disaster.json,60,59,1,0,0
hurricane-florence_00000126,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000126_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000126_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000126_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000126_post_disaster.json,1,0,1,0,0
hurricane-michael_00000010,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000010_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000010_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000010_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000010_post_disaster.json,2,0,2,0,0
midwest-flooding_00000352,minor-damage,minor_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000352_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000352_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000352_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000352_post_disaster.json,7,6,1,0,0
hurricane-matthew_00000054,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000054_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000054_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000054_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000054_post_disaster.json,38,14,24,0,0
