pair_id,label,class_dir,disaster,disaster_type,pre_image,post_image,pre_json,post_json,building_count,no_damage_buildings,minor_damage_buildings,major_damage_buildings,destroyed_buildings
socal-fire_00000265,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000265_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000265_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000265_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000265_post_disaster.json,4,0,0,0,4
hurricane-michael_00000301,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000301_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000301_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000301_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000301_post_disaster.json,93,67,13,7,6
hurricane-matthew_00000316,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000316_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000316_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000316_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000316_post_disaster.json,43,0,15,15,13
hurricane-matthew_00000311,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000311_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000311_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000311_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000311_post_disaster.json,144,140,2,1,1
midwest-flooding_00000264,destroyed,destroyed,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000264_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000264_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000264_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000264_post_disaster.json,19,16,0,1,2
santa-rosa-wildfire_00000346,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000346_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000346_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000346_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000346_post_disaster.json,11,0,0,0,11
socal-fire_00000389,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000389_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000389_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000389_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000389_post_disaster.json,16,12,0,0,4
socal-fire_00000592,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000592_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000592_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000592_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000592_post_disaster.json,12,1,2,1,8
hurricane-matthew_00000030,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000030_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000030_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000030_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000030_post_disaster.json,162,134,14,13,1
santa-rosa-wildfire_00000155,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000155_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000155_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000155_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000155_post_disaster.json,288,84,1,0,203
socal-fire_00001254,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00001254_pre_disaster.png,Full dataset\train\train\images\socal-fire_00001254_post_disaster.png,Full dataset\train\train\labels\socal-fire_00001254_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00001254_post_disaster.json,43,27,1,1,14
palu-tsunami_00000111,destroyed,destroyed,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000111_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000111_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000111_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000111_post_disaster.json,50,42,0,1,7
santa-rosa-wildfire_00000011,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000011_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000011_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000011_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000011_post_disaster.json,58,32,1,3,22
hurricane-harvey_00000289,destroyed,destroyed,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000289_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000289_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000289_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000289_post_disaster.json,39,0,1,8,30
santa-rosa-wildfire_00000228,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000228_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000228_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000228_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000228_post_disaster.json,15,2,1,0,12
hurricane-harvey_00000224,destroyed,destroyed,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000224_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000224_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000224_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000224_post_disaster.json,14,0,1,10,3
hurricane-michael_00000300,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000300_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000300_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000300_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000300_post_disaster.json,27,11,8,4,4
socal-fire_00000081,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000081_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000081_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000081_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000081_post_disaster.json,6,0,0,0,6
hurricane-michael_00000087,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000087_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000087_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000087_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000087_post_disaster.json,79,44,26,7,2
hurricane-michael_00000017,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000017_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000017_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000017_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000017_post_disaster.json,10,0,3,2,5
hurricane-matthew_00000186,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000186_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000186_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000186_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000186_post_disaster.json,34,2,7,9,16
hurricane-matthew_00000303,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000303_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000303_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000303_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000303_post_disaster.json,2,0,1,0,1
socal-fire_00000907,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000907_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000907_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000907_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000907_post_disaster.json,5,3,0,0,2
hurricane-matthew_00000119,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000119_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000119_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000119_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000119_post_disaster.json,1,0,0,0,1
hurricane-michael_00000427,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000427_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000427_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000427_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000427_post_disaster.json,52,30,12,9,1
socal-fire_00001035,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00001035_pre_disaster.png,Full dataset\train\train\images\socal-fire_00001035_post_disaster.png,Full dataset\train\train\labels\socal-fire_00001035_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00001035_post_disaster.json,5,3,0,0,2
santa-rosa-wildfire_00000268,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000268_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000268_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000268_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000268_post_disaster.json,13,5,0,0,8
hurricane-harvey_00000109,destroyed,destroyed,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000109_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000109_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000109_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000109_post_disaster.json,121,0,0,113,8
hurricane-michael_00000439,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000439_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000439_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000439_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000439_post_disaster.json,42,25,6,9,2
hurricane-michael_00000249,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000249_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000249_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000249_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000249_post_disaster.json,60,26,18,13,3
santa-rosa-wildfire_00000357,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000357_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000357_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000357_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000357_post_disaster.json,40,25,0,1,14
hurricane-matthew_00000379,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000379_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000379_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000379_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000379_post_disaster.json,7,0,0,3,4
hurricane-michael_00000303,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000303_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000303_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000303_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000303_post_disaster.json,126,57,25,19,25
santa-rosa-wildfire_00000314,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000314_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000314_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000314_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000314_post_disaster.json,11,7,0,0,4
santa-rosa-wildfire_00000338,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000338_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000338_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000338_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000338_post_disaster.json,2,1,0,0,1
hurricane-harvey_00000408,destroyed,destroyed,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000408_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000408_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000408_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000408_post_disaster.json,39,0,14,24,1
socal-fire_00000494,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000494_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000494_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000494_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000494_post_disaster.json,21,9,0,1,11
hurricane-michael_00000353,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000353_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000353_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000353_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000353_post_disaster.json,3,1,0,1,1
socal-fire_00000631,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000631_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000631_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000631_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000631_post_disaster.json,27,14,0,0,13
socal-fire_00000501,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000501_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000501_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000501_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000501_post_disaster.json,23,7,0,3,13
santa-rosa-wildfire_00000254,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000254_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000254_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000254_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000254_post_disaster.json,14,0,0,0,14
hurricane-michael_00000309,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000309_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000309_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000309_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000309_post_disaster.json,139,65,33,35,6
midwest-flooding_00000247,destroyed,destroyed,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000247_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000247_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000247_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000247_post_disaster.json,30,27,2,0,1
hurricane-matthew_00000399,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000399_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000399_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000399_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000399_post_disaster.json,69,0,2,6,61
santa-rosa-wildfire_00000044,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000044_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000044_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000044_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000044_post_disaster.json,80,3,0,0,77
hurricane-matthew_00000260,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000260_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000260_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000260_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000260_post_disaster.json,78,6,12,16,44
hurricane-matthew_00000328,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000328_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000328_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000328_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000328_post_disaster.json,29,0,1,6,22
santa-rosa-wildfire_00000298,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000298_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000298_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000298_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000298_post_disaster.json,7,6,0,0,1
hurricane-matthew_00000097,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000097_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000097_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000097_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000097_post_disaster.json,98,0,83,8,7
hurricane-harvey_00000345,destroyed,destroyed,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000345_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000345_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000345_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000345_post_disaster.json,11,2,0,1,8
santa-rosa-wildfire_00000138,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000138_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000138_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000138_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000138_post_disaster.json,258,216,2,1,39
palu-tsunami_00000069,destroyed,destroyed,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000069_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000069_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000069_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000069_post_disaster.json,475,260,0,18,197
hurricane-michael_00000167,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000167_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000167_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000167_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000167_post_disaster.json,69,43,18,3,5
santa-rosa-wildfire_00000033,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000033_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000033_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000033_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000033_post_disaster.json,43,39,0,0,4
midwest-flooding_00000276,destroyed,destroyed,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000276_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000276_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000276_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000276_post_disaster.json,17,12,2,2,1
palu-tsunami_00000016,destroyed,destroyed,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000016_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000016_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000016_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000016_post_disaster.json,7,0,0,0,7
palu-tsunami_00000122,destroyed,destroyed,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000122_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000122_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000122_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000122_post_disaster.json,218,181,0,1,36
hurricane-michael_00000266,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000266_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000266_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000266_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000266_post_disaster.json,144,66,69,5,4
hurricane-michael_00000214,destroyed,destroyed,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000214_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000214_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000214_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000214_post_disaster.json,135,108,25,1,1
