pair_id,label,class_dir,disaster,disaster_type,pre_image,post_image,pre_json,post_json,building_count,no_damage_buildings,minor_damage_buildings,major_damage_buildings,destroyed_buildings
santa-rosa-wildfire_00000235,major-damage,major_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000235_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000235_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000235_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000235_post_disaster.json,30,11,0,0,19
hurricane-florence_00000048,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000048_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000048_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000048_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000048_post_disaster.json,23,5,5,13,0
socal-fire_00000388,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000388_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000388_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000388_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000388_post_disaster.json,0,0,0,0,0
palu-tsunami_00000024,no-damage,no_damage,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000024_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000024_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000024_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000024_post_disaster.json,473,473,0,0,0
hurricane-matthew_00000009,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000009_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000009_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000009_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000009_post_disaster.json,21,4,16,0,1
socal-fire_00001271,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00001271_pre_disaster.png,Full dataset\train\train\images\socal-fire_00001271_post_disaster.png,Full dataset\train\train\labels\socal-fire_00001271_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00001271_post_disaster.json,1,1,0,0,0
socal-fire_00001257,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00001257_pre_disaster.png,Full dataset\train\train\images\socal-fire_00001257_post_disaster.png,Full dataset\train\train\labels\socal-fire_00001257_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00001257_post_disaster.json,56,56,0,0,0
hurricane-matthew_00000041,minor-damage,minor_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000041_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000041_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000041_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000041_post_disaster.json,38,10,27,1,0
hurricane-michael_00000306,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000306_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000306_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000306_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000306_post_disaster.json,142,66,61,9,6
santa-rosa-wildfire_00000190,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000190_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000190_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000190_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000190_post_disaster.json,18,0,0,1,17
midwest-flooding_00000113,no-damage,no_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000113_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000113_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000113_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000113_post_disaster.json,30,30,0,0,0
palu-tsunami_00000171,no-damage,no_damage,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000171_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000171_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000171_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000171_post_disaster.json,71,62,0,3,6
santa-rosa-wildfire_00000114,major-damage,major_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000114_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000114_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000114_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000114_post_disaster.json,30,5,4,1,20
hurricane-florence_00000126,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000126_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000126_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000126_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000126_post_disaster.json,1,0,1,0,0
midwest-flooding_00000330,destroyed,destroyed,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000330_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000330_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000330_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000330_post_disaster.json,4,0,0,2,2
socal-fire_00000232,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000232_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000232_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000232_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000232_post_disaster.json,0,0,0,0,0
hurricane-harvey_00000154,major-damage,major_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000154_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000154_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000154_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000154_post_disaster.json,33,0,0,33,0
socal-fire_00000089,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000089_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000089_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000089_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000089_post_disaster.json,0,0,0,0,0
santa-rosa-wildfire_00000315,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000315_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000315_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000315_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000315_post_disaster.json,4,0,0,0,4
hurricane-harvey_00000057,no-damage,no_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000057_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000057_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000057_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000057_post_disaster.json,145,145,0,0,0
socal-fire_00000279,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000279_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000279_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000279_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000279_post_disaster.json,4,0,0,0,4
santa-rosa-wildfire_00000275,major-damage,major_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000275_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000275_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000275_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000275_post_disaster.json,8,3,0,0,5
socal-fire_00000399,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000399_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000399_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000399_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000399_post_disaster.json,7,0,0,3,4
hurricane-michael_00000299,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000299_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000299_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000299_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000299_post_disaster.json,197,100,54,33,10
hurricane-harvey_00000336,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000336_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000336_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000336_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000336_post_disaster.json,60,3,25,32,0
hurricane-matthew_00000192,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000192_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000192_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000192_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000192_post_disaster.json,6,0,0,0,6
hurricane-michael_00000430,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000430_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000430_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000430_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000430_post_disaster.json,7,3,1,3,0
palu-tsunami_00000121,major-damage,major_damage,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000121_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000121_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000121_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000121_post_disaster.json,10,3,0,2,5
hurricane-michael_00000304,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000304_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000304_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000304_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000304_post_disaster.json,153,66,59,28,0
santa-rosa-wildfire_00000091,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000091_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000091_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000091_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000091_post_disaster.json,4,0,0,0,4
hurricane-michael_00000112,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000112_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000112_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000112_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000112_post_disaster.json,72,42,18,9,3
hurricane-matthew_00000353,no-damage,no_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000353_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000353_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000353_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000353_post_disaster.json,56,48,6,1,1
hurricane-michael_00000514,no-damage,no_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000514_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000514_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000514_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000514_post_disaster.json,30,28,1,1,0
hurricane-matthew_00000281,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000281_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000281_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000281_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000281_post_disaster.json,13,0,1,1,11
midwest-flooding_00000347,no-damage,no_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000347_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000347_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000347_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000347_post_disaster.json,15,10,5,0,0
hurricane-matthew_00000221,major-damage,major_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000221_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000221_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000221_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000221_post_disaster.json,22,0,4,8,10
hurricane-matthew_00000154,major-damage,major_damage,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000154_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000154_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000154_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000154_post_disaster.json,13,0,3,2,8
socal-fire_00001104,minor-damage,minor_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00001104_pre_disaster.png,Full dataset\train\train\images\socal-fire_00001104_post_disaster.png,Full dataset\train\train\labels\socal-fire_00001104_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00001104_post_disaster.json,30,22,0,2,6
santa-rosa-wildfire_00000209,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000209_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000209_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000209_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000209_post_disaster.json,31,3,2,0,26
hurricane-michael_00000166,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000166_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000166_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000166_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000166_post_disaster.json,8,3,1,4,0
santa-rosa-wildfire_00000017,major-damage,major_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000017_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000017_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000017_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000017_post_disaster.json,2,1,0,0,1
midwest-flooding_00000252,no-damage,no_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000252_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000252_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000252_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000252_post_disaster.json,60,59,0,0,1
hurricane-harvey_00000196,minor-damage,minor_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000196_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000196_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000196_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000196_post_disaster.json,2,0,2,0,0
hurricane-harvey_00000446,no-damage,no_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000446_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000446_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000446_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000446_post_disaster.json,157,157,0,0,0
socal-fire_00000015,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000015_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000015_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000015_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000015_post_disaster.json,0,0,0,0,0
palu-tsunami_00000087,no-damage,no_damage,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000087_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000087_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000087_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000087_post_disaster.json,1187,1185,0,0,2
socal-fire_00000079,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000079_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000079_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000079_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000079_post_disaster.json,0,0,0,0,0
santa-rosa-wildfire_00000237,destroyed,destroyed,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000237_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000237_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000237_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000237_post_disaster.json,22,1,0,0,21
socal-fire_00000358,destroyed,destroyed,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000358_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000358_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000358_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000358_post_disaster.json,17,1,0,0,16
midwest-flooding_00000076,no-damage,no_damage,midwest-flooding,flooding,Full dataset\train\train\images\midwest-flooding_00000076_pre_disaster.png,Full dataset\train\train\images\midwest-flooding_00000076_post_disaster.png,Full dataset\train\train\labels\midwest-flooding_00000076_pre_disaster.json,Full dataset\train\train\labels\midwest-flooding_00000076_post_disaster.json,5,4,1,0,0
socal-fire_00000465,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000465_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000465_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000465_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000465_post_disaster.json,0,0,0,0,0
hurricane-michael_00000225,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000225_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000225_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000225_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000225_post_disaster.json,42,20,18,4,0
socal-fire_00000553,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000553_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000553_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000553_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000553_post_disaster.json,2,2,0,0,0
socal-fire_00001215,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00001215_pre_disaster.png,Full dataset\train\train\images\socal-fire_00001215_post_disaster.png,Full dataset\train\train\labels\socal-fire_00001215_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00001215_post_disaster.json,0,0,0,0,0
hurricane-florence_00000122,minor-damage,minor_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000122_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000122_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000122_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000122_post_disaster.json,3,0,3,0,0
santa-rosa-wildfire_00000376,minor-damage,minor_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000376_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000376_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000376_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000376_post_disaster.json,41,30,0,2,9
hurricane-michael_00000243,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000243_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000243_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000243_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000243_post_disaster.json,103,49,36,15,3
santa-rosa-wildfire_00000301,minor-damage,minor_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000301_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000301_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000301_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000301_post_disaster.json,10,7,1,0,2
palu-tsunami_00000152,no-damage,no_damage,palu-tsunami,tsunami,Full dataset\train\train\images\palu-tsunami_00000152_pre_disaster.png,Full dataset\train\train\images\palu-tsunami_00000152_post_disaster.png,Full dataset\train\train\labels\palu-tsunami_00000152_pre_disaster.json,Full dataset\train\train\labels\palu-tsunami_00000152_post_disaster.json,801,798,0,2,1
hurricane-michael_00000511,no-damage,no_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000511_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000511_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000511_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000511_post_disaster.json,165,141,20,4,0
hurricane-harvey_00000332,major-damage,major_damage,hurricane-harvey,flooding,Full dataset\train\train\images\hurricane-harvey_00000332_pre_disaster.png,Full dataset\train\train\images\hurricane-harvey_00000332_post_disaster.png,Full dataset\train\train\labels\hurricane-harvey_00000332_pre_disaster.json,Full dataset\train\train\labels\hurricane-harvey_00000332_post_disaster.json,5,0,0,5,0
socal-fire_00000507,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000507_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000507_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000507_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000507_post_disaster.json,50,50,0,0,0
hurricane-florence_00000064,no-damage,no_damage,hurricane-florence,flooding,Full dataset\train\train\images\hurricane-florence_00000064_pre_disaster.png,Full dataset\train\train\images\hurricane-florence_00000064_post_disaster.png,Full dataset\train\train\labels\hurricane-florence_00000064_pre_disaster.json,Full dataset\train\train\labels\hurricane-florence_00000064_post_disaster.json,36,36,0,0,0
hurricane-matthew_00000119,destroyed,destroyed,hurricane-matthew,wind,Full dataset\train\train\images\hurricane-matthew_00000119_pre_disaster.png,Full dataset\train\train\images\hurricane-matthew_00000119_post_disaster.png,Full dataset\train\train\labels\hurricane-matthew_00000119_pre_disaster.json,Full dataset\train\train\labels\hurricane-matthew_00000119_post_disaster.json,1,0,0,0,1
socal-fire_00000392,no-damage,no_damage,socal-fire,fire,Full dataset\train\train\images\socal-fire_00000392_pre_disaster.png,Full dataset\train\train\images\socal-fire_00000392_post_disaster.png,Full dataset\train\train\labels\socal-fire_00000392_pre_disaster.json,Full dataset\train\train\labels\socal-fire_00000392_post_disaster.json,0,0,0,0,0
hurricane-michael_00000207,minor-damage,minor_damage,hurricane-michael,wind,Full dataset\train\train\images\hurricane-michael_00000207_pre_disaster.png,Full dataset\train\train\images\hurricane-michael_00000207_post_disaster.png,Full dataset\train\train\labels\hurricane-michael_00000207_pre_disaster.json,Full dataset\train\train\labels\hurricane-michael_00000207_post_disaster.json,60,33,16,7,4
santa-rosa-wildfire_00000351,major-damage,major_damage,santa-rosa-wildfire,fire,Full dataset\train\train\images\santa-rosa-wildfire_00000351_pre_disaster.png,Full dataset\train\train\images\santa-rosa-wildfire_00000351_post_disaster.png,Full dataset\train\train\labels\santa-rosa-wildfire_00000351_pre_disaster.json,Full dataset\train\train\labels\santa-rosa-wildfire_00000351_post_disaster.json,22,11,0,0,11
